group_type,group,keyword,tfidf_score
overall,all,코드,0.064355
overall,all,훈련기,0.064342
overall,all,상세,0.064286
overall,all,데이터,0.053705
overall,all,근로자,0.051109
overall,all,서울,0.05011
overall,all,한국,0.035306
overall,all,협회,0.03474
overall,all,실업자,0.033447
overall,all,강남구,0.03138
overall,all,평생교육,0.031323
overall,all,부산,0.030438
overall,all,러닝,0.029888
overall,all,일반,0.029788
overall,all,디지털,0.02937
overall,all,활용,0.029301
overall,all,부산진구,0.028268
overall,all,주식회사,0.028077
overall,all,경기,0.028027
overall,all,플러스,0.027351
overall,all,국민,0.026875
overall,all,카드,0.026851
overall,all,배움,0.026836
overall,all,산업,0.026826
overall,all,에듀,0.026801
overall,all,구로구,0.021909
overall,all,고양시,0.021709
overall,all,일산동구,0.021545
overall,all,지능,0.02073
overall,all,인공,0.020656
overall,all,이러닝,0.020446
overall,all,개발,0.019822
overall,all,분석,0.019696
overall,all,실무,0.019618
overall,all,자격증,0.019565
overall,all,컴퓨터,0.019367
overall,all,윈스,0.019081
overall,all,펙원격,0.019081
overall,all,기타,0.018986
overall,all,빅데이터,0.018819
overall,all,청년,0.018219
overall,all,아카데미,0.018048
overall,all,테크,0.017442
overall,all,시대,0.017325
overall,all,창업,0.017261
overall,all,취득,0.017192
overall,all,학원,0.01711
overall,all,사단법인,0.017056
overall,all,교육,0.016309
overall,all,요약,0.015275
overall,all,예비,0.014532
overall,all,그린,0.014384
overall,all,필기,0.013809
overall,all,연령,0.013741
overall,all,제목,0.013499
overall,all,통합,0.013311
overall,all,기술,0.013275
overall,all,퓨어,0.013071
overall,all,실기,0.012628
overall,all,능력,0.01259
overall,all,분류,0.012513
overall,all,비원,0.012263
overall,all,영등포구,0.012186
overall,all,양성,0.011696
overall,all,대학생,0.011624
overall,all,인천,0.011301
overall,all,컨버전,0.011129
overall,all,일반인,0.010971
overall,all,분야,0.010858
overall,all,기초,0.010783
overall,all,기사,0.010655
overall,all,미래,0.010506
overall,all,자격,0.010405
overall,all,전략,0.010272
overall,all,역량,0.010239
overall,all,업력,0.010165
overall,all,국가,0.00963
overall,all,종합,0.009628
overall,all,직업,0.009495
overall,all,회계,0.009086
overall,all,패스,0.008987
overall,all,스마트,0.008981
overall,all,대학,0.008771
overall,all,취업,0.00873
overall,all,제작,0.008722
overall,all,상위,0.008633
overall,all,향상,0.008568
overall,all,정책,0.008491
overall,all,창조,0.00847
overall,all,콘텐츠,0.008279
overall,all,보건,0.008056
overall,all,파이썬,0.008014
overall,all,업무,0.00798
overall,all,디자인,0.007914
overall,all,시작,0.00787
overall,all,융합,0.007852
overall,all,기반,0.007848
overall,all,제조,0.007823
overall,all,프로그래밍,0.007791
overall,all,복지,0.007623
overall,all,직종,0.007607
overall,all,오니,0.007439
overall,all,엑셀,0.007398
overall,all,성형,0.007387
overall,all,비즈니스,0.007312
overall,all,방법,0.007219
overall,all,사무,0.007172
overall,all,부평구,0.007163
overall,all,미만,0.007034
overall,all,전산,0.007018
overall,all,의료,0.006918
overall,all,핵심,0.006894
overall,all,마케팅,0.006837
overall,all,청소년,0.006756
overall,all,관심,0.006737
overall,all,전국,0.006694
overall,all,전문학교,0.006626
overall,all,직장인,0.006623
overall,all,혁신,0.006553
overall,all,다음,0.006548
overall,all,이해,0.006344
overall,all,전문가,0.006292
overall,all,전공자,0.006254
overall,all,기능사,0.006251
overall,all,서초구,0.006218
overall,all,이론,0.006177
overall,all,입문,0.006145
overall,all,포토샵,0.006143
overall,all,제한,0.006058
overall,all,마스터,0.006053
overall,all,맞춤,0.00597
overall,all,세무,0.005968
overall,all,조건,0.005922
overall,all,워드,0.00587
overall,all,연구기관,0.005725
overall,all,프로젝트,0.005715
overall,all,컴퓨터아트,0.005593
overall,all,이내,0.00552
overall,all,중심,0.005513
overall,all,공간,0.005498
overall,all,희망,0.005496
overall,all,강화,0.005394
overall,all,일자리,0.005323
overall,all,일러스트,0.005323
overall,all,클라우드,0.005236
overall,all,보통,0.00521
overall,all,시설,0.005203
overall,all,변화,0.005196
overall,all,구조,0.005178
overall,all,필수,0.005142
overall,all,적용,0.005114
overall,all,관리,0.005106
overall,all,주관,0.005066
overall,all,영상,0.005034
overall,all,대응,0.004958
overall,all,육성,0.004921
overall,all,조리,0.00491
overall,all,실전,0.004899
overall,all,음료,0.004866
overall,all,온라인,0.004858
overall,all,요양보호사,0.004811
overall,all,발굴,0.00481
overall,all,스케,0.0048
overall,all,구현,0.004761
overall,all,코딩,0.00476
overall,all,파워포인트,0.004746
overall,all,초기,0.004712
overall,all,프리미어,0.004705
overall,all,금천구,0.004684
overall,all,대비,0.004648
overall,all,아이디어,0.004636
overall,all,팩토리,0.004599
overall,all,사회,0.004516
overall,all,스마트워크,0.004515
overall,all,관리사,0.004497
overall,all,네트워크,0.00449
overall,all,스타트업,0.004461
overall,all,산업혁명,0.004447
overall,all,개발자,0.004434
overall,all,지식,0.004427
overall,all,거주,0.00442
overall,all,기획,0.004405
overall,all,보육,0.004323
overall,all,서구,0.004271
overall,all,세상,0.004253
overall,all,영상편집,0.004245
overall,all,누구,0.00422
overall,all,미용,0.004213
overall,all,창업가,0.004212
overall,all,통한,0.004182
overall,all,플랫폼,0.004157
overall,all,참가자,0.004128
overall,all,합격,0.004111
overall,all,나이,0.004095
overall,all,건축,0.004066
overall,all,안산시,0.004051
overall,all,활동,0.003974
overall,all,보유,0.003959
overall,all,컨설팅,0.003938
overall,all,왕초보,0.003931
overall,all,광고,0.003921
overall,all,실습,0.003885
overall,all,스킬,0.00387
overall,all,문화,0.003852
overall,all,멘토링,0.003846
overall,all,경제,0.003806
overall,all,활성화,0.003802
overall,all,가이드,0.003798
overall,all,대구,0.003772
overall,all,성남시,0.003771
overall,all,당장,0.003744
overall,all,원격,0.003721
overall,all,평가,0.003682
overall,all,모델링,0.003647
overall,all,아래,0.003641
overall,all,성공,0.003629
overall,all,핵집,0.003624
overall,all,미디어,0.003595
overall,all,안산,0.00358
overall,all,성장,0.003574
overall,all,개월,0.003549
overall,all,광주,0.003502
overall,all,프론트엔드,0.003499
overall,all,단원구,0.003495
overall,all,캠퍼스,0.003489
overall,all,행사,0.003476
overall,all,트레이닝,0.003452
overall,all,하이,0.003402
overall,all,현장,0.003377
overall,all,모두,0.003352
overall,all,전북,0.003342
overall,all,등록,0.003324
overall,all,전기,0.003324
overall,all,경남,0.003292
overall,all,인력,0.003265
overall,all,와우,0.003254
overall,all,아이템,0.00325
overall,all,고객,0.003243
overall,all,전문,0.003227
overall,all,우대,0.003211
overall,all,웹디자인,0.003201
overall,all,대전,0.003191
overall,all,계획,0.003154
overall,all,자동화,0.003151
overall,all,클래스,0.003128
overall,all,준비,0.003112
overall,all,동래구,0.003099
overall,all,소재,0.003089
overall,all,개념,0.003083
overall,all,신규,0.003053
overall,all,패키지,0.003034
overall,all,펙트,0.003025
overall,all,인디자인,0.002988
overall,all,직원,0.002964
overall,all,시각,0.002956
overall,all,제풀이,0.002951
overall,all,처리,0.002926
overall,all,캐드,0.00292
overall,all,인재,0.002917
overall,all,올인원,0.002905
overall,all,경북,0.0029
overall,all,모든,0.002894
overall,all,편집디자인,0.002879
overall,all,사원,0.002878
overall,all,여성,0.002871
overall,all,미용사,0.002861
overall,all,나무,0.002853
overall,all,커피,0.002815
overall,all,이용,0.002807
overall,all,진행,0.0028
overall,all,캠프,0.002767
overall,all,출판,0.002759
overall,all,멀티미디어,0.00275
overall,all,산대특,0.002743
overall,all,컴맹,0.002721
overall,all,주민등록,0.002718
overall,all,퍼블리셔,0.002714
overall,all,국제,0.00271
overall,all,부트캠프,0.002696
overall,all,개인,0.002685
overall,all,참여자,0.002657
overall,all,충남,0.00264
overall,all,작성,0.002623
overall,all,실내,0.002615
overall,all,코칭,0.002606
overall,all,글로벌,0.002606
overall,all,한글,0.0026
overall,all,서류,0.002588
overall,all,주택,0.002584
overall,all,의료인,0.002581
overall,all,레시피,0.002575
overall,all,중구,0.00256
overall,all,안정,0.002554
overall,all,상담,0.002548
overall,all,경영,0.002514
overall,all,바리스타,0.002509
overall,all,누리,0.002508
overall,all,자바,0.002502
overall,all,설계,0.002495
overall,all,울산,0.002493
source_category,policy,정책,0.082183
source_category,policy,분야,0.065355
source_category,policy,청년,0.064559
source_category,policy,워드,0.056581
source_category,policy,제한,0.056463
source_category,policy,조건,0.053844
source_category,policy,주관,0.049276
source_category,policy,연령,0.042878
source_category,policy,일자리,0.040291
source_category,policy,나이,0.038235
source_category,policy,요약,0.03588
source_category,policy,교육,0.034861
source_category,policy,취업,0.032299
source_category,policy,활동,0.03026
source_category,policy,방법,0.029254
source_category,policy,문화,0.028636
source_category,policy,강화,0.024098
source_category,policy,서류,0.02408
source_category,policy,통한,0.023517
source_category,policy,맞춤,0.022861
source_category,policy,복지,0.022097
source_category,policy,소득,0.021432
source_category,policy,지급,0.021319
source_category,policy,역량,0.020434
source_category,policy,최대,0.019964
source_category,policy,보조금,0.019558
source_category,policy,상담,0.019382
source_category,policy,거주,0.0187
source_category,policy,주거,0.01817
source_category,policy,부담,0.018108
source_category,policy,창업,0.017679
source_category,policy,안정,0.017651
source_category,policy,사회,0.017626
source_category,policy,제출,0.017625
source_category,policy,정착,0.017181
source_category,policy,출처,0.01718
source_category,policy,경제,0.016581
source_category,policy,기회,0.016528
source_category,policy,기반,0.016221
source_category,policy,금융,0.015786
source_category,policy,개월,0.015268
source_category,policy,인재,0.015089
source_category,policy,활성화,0.014827
source_category,policy,심사,0.014806
source_category,policy,구직,0.014385
source_category,policy,주택,0.013973
source_category,policy,발굴,0.013961
source_category,policy,생활,0.013859
source_category,policy,구축,0.013826
source_category,policy,대학,0.013351
source_category,policy,도내,0.013339
source_category,policy,육성,0.012936
source_category,policy,미래,0.012876
source_category,policy,도모,0.012834
source_category,policy,추진,0.012719
source_category,policy,주민등록,0.012622
source_category,policy,체계,0.012393
source_category,policy,목적,0.012195
source_category,policy,인력,0.012152
source_category,policy,조성,0.012132
source_category,policy,관내,0.011949
source_category,policy,백만원,0.011799
source_category,policy,중소기업,0.011752
source_category,policy,채용,0.011602
source_category,policy,고용,0.01155
source_category,policy,가구,0.011367
source_category,policy,미취,0.011243
source_category,policy,양성,0.011243
source_category,policy,이내,0.011184
source_category,policy,마련,0.011066
source_category,policy,건강,0.010942
source_category,policy,전문,0.010928
source_category,policy,홍보,0.010748
source_category,policy,자격,0.010668
source_category,policy,기술,0.010557
source_category,policy,공간,0.01053
source_category,policy,준비,0.010361
source_category,policy,중위,0.010356
source_category,policy,자립,0.010156
source_category,policy,울산,0.010095
source_category,startup_notice,창업,0.10766
source_category,startup_notice,예비,0.099178
source_category,startup_notice,제목,0.095494
source_category,startup_notice,통합,0.090362
source_category,startup_notice,분류,0.088446
source_category,startup_notice,청년,0.084008
source_category,startup_notice,요약,0.082599
source_category,startup_notice,일반인,0.077471
source_category,startup_notice,대학생,0.077051
source_category,startup_notice,업력,0.071586
source_category,startup_notice,연령,0.067657
source_category,startup_notice,창조,0.058804
source_category,startup_notice,대학,0.052667
source_category,startup_notice,오니,0.052144
source_category,startup_notice,미만,0.046214
source_category,startup_notice,전국,0.045966
source_category,startup_notice,관심,0.045719
source_category,startup_notice,다음,0.045558
source_category,startup_notice,청소년,0.045425
source_category,startup_notice,교육,0.040946
source_category,startup_notice,연구기관,0.040176
source_category,startup_notice,일반,0.035504
source_category,startup_notice,희망,0.032806
source_category,startup_notice,이내,0.031341
source_category,startup_notice,아이디어,0.030083
source_category,startup_notice,스타트업,0.029589
source_category,startup_notice,보육,0.029334
source_category,startup_notice,공간,0.029116
source_category,startup_notice,참가자,0.028555
source_category,startup_notice,초기,0.028553
source_category,startup_notice,혁신,0.028183
source_category,startup_notice,창업가,0.027585
source_category,startup_notice,시설,0.026716
source_category,startup_notice,보유,0.026504
source_category,startup_notice,방법,0.025085
source_category,startup_notice,아래,0.024878
source_category,startup_notice,기술,0.024496
source_category,startup_notice,발굴,0.024402
source_category,startup_notice,멘토링,0.023698
source_category,startup_notice,육성,0.022491
source_category,startup_notice,우대,0.022087
source_category,startup_notice,컨설팅,0.021762
source_category,startup_notice,아이템,0.021675
source_category,startup_notice,행사,0.020591
source_category,startup_notice,네트워크,0.020577
source_category,startup_notice,분야,0.020449
source_category,startup_notice,등록,0.019324
source_category,startup_notice,거주,0.018321
source_category,startup_notice,온라인,0.017948
source_category,startup_notice,성장,0.017833
source_category,startup_notice,소재,0.017458
source_category,startup_notice,진행,0.017261
source_category,startup_notice,대표자,0.016719
source_category,startup_notice,활성화,0.015746
source_category,startup_notice,계획,0.015741
source_category,startup_notice,상세,0.015694
source_category,startup_notice,개인,0.015662
source_category,startup_notice,역량,0.015596
source_category,startup_notice,참여자,0.015398
source_category,startup_notice,대회,0.015143
source_category,startup_notice,참가,0.014606
source_category,startup_notice,개월,0.01452
source_category,startup_notice,유망,0.014353
source_category,startup_notice,경진,0.014199
source_category,startup_notice,캠퍼스,0.013483
source_category,startup_notice,법인,0.013338
source_category,startup_notice,준비,0.013249
source_category,startup_notice,이전,0.013202
source_category,startup_notice,도전,0.013194
source_category,startup_notice,이후,0.0128
source_category,startup_notice,타운,0.012676
source_category,startup_notice,학교,0.012056
source_category,startup_notice,강동구,0.011861
source_category,startup_notice,여성,0.011744
source_category,startup_notice,진흥,0.011644
source_category,startup_notice,신규,0.01139
source_category,startup_notice,성공,0.011058
source_category,startup_notice,기반,0.010939
source_category,startup_notice,추가,0.010718
source_category,startup_notice,주민등록,0.010529
source_category,training,훈련기,0.084522
source_category,training,코드,0.08452
source_category,training,상세,0.081499
source_category,training,데이터,0.070324
source_category,training,근로자,0.066661
source_category,training,서울,0.063834
source_category,training,협회,0.045403
source_category,training,한국,0.045302
source_category,training,실업자,0.043898
source_category,training,강남구,0.041178
source_category,training,평생교육,0.040974
source_category,training,러닝,0.039243
source_category,training,부산,0.038686
source_category,training,디지털,0.038002
source_category,training,부산진구,0.036983
source_category,training,주식회사,0.036864
source_category,training,활용,0.036669
source_category,training,경기,0.035551
source_category,training,플러스,0.035538
source_category,training,에듀,0.035203
source_category,training,배움,0.03515
source_category,training,카드,0.035053
source_category,training,국민,0.034933
source_category,training,일반,0.032325
source_category,training,산업,0.032179
source_category,training,구로구,0.02857
source_category,training,고양시,0.028402
source_category,training,일산동구,0.028303
source_category,training,이러닝,0.026859
source_category,training,지능,0.02685
source_category,training,인공,0.026812
source_category,training,분석,0.025507
source_category,training,컴퓨터,0.025404
source_category,training,자격증,0.025216
source_category,training,윈스,0.025067
source_category,training,펙원격,0.025067
source_category,training,실무,0.024596
source_category,training,빅데이터,0.024556
source_category,training,개발,0.024466
source_category,training,기타,0.024352
source_category,training,시대,0.022549
source_category,training,학원,0.022462
source_category,training,아카데미,0.022462
source_category,training,사단법인,0.02237
source_category,training,취득,0.022259
source_category,training,테크,0.022254
source_category,training,그린,0.018811
source_category,training,필기,0.018077
source_category,training,퓨어,0.017171
source_category,training,실기,0.016551
source_category,training,비원,0.016109
source_category,training,영등포구,0.015904
source_category,training,능력,0.015883
source_category,training,컨버전,0.0146
source_category,training,기사,0.013974
source_category,training,인천,0.013424
source_category,training,기초,0.013385
source_category,training,양성,0.012981
source_category,training,종합,0.012203
source_category,training,전략,0.012202
source_category,training,국가,0.011872
source_category,training,미래,0.011717
source_category,training,회계,0.011702
source_category,training,패스,0.011625
source_category,training,기술,0.01154
source_category,training,직업,0.011358
source_category,training,상위,0.011135
source_category,training,스마트,0.010974
source_category,training,자격,0.010911
source_category,training,보건,0.010467
source_category,training,파이썬,0.010457
source_category,training,프로그래밍,0.010234
source_category,training,향상,0.010103
source_category,training,업무,0.009981
source_category,training,직종,0.009957
source_category,training,제작,0.00994
source_category,training,시작,0.009903
source_category,training,제조,0.009794
source_category,training,엑셀,0.009708
source_category,training,디자인,0.00963
domain,,옷장,0.294944
domain,,상태,0.258082
domain,,정장,0.244536
domain,,대여,0.233772
domain,,시청,0.230303
domain,,세부,0.223861
domain,,방문,0.214554
domain,,업체,0.213558
domain,,면접,0.212911
domain,,무료,0.211655
domain,,불가,0.210445
domain,,참고,0.204497
domain,,고문,0.204251
domain,,미취,0.192298
domain,,경기도,0.190327
domain,,구직,0.178126
domain,,추가,0.173452
domain,,서류,0.166883
domain,,주민등록,0.165671
domain,,경제,0.159037
domain,,주관,0.143658
domain,,일자리,0.141263
domain,,조건,0.136281
domain,,정책,0.119368
domain,,기타,0.110825
domain,,요약,0.101755
domain,,청년,0.086894
domain,,가격,0.0
domain,,가공,0.0
domain,,가공업,0.0
domain,,가구,0.0
domain,,가능성,0.0
domain,,가사,0.0
domain,,가산,0.0
domain,,가상,0.0
domain,,가속,0.0
domain,,가스,0.0
domain,,가압류,0.0
domain,,가야,0.0
domain,,가이드,0.0
domain,,가이드라인,0.0
domain,,가입,0.0
domain,,가입자,0.0
domain,,가장,0.0
domain,,가점,0.0
domain,,가정,0.0
domain,,가정위탁,0.0
domain,,가족,0.0
domain,,가지,0.0
domain,,가처분,0.0
domain,,가치,0.0
domain,,가치관,0.0
domain,,각종,0.0
domain,,간담,0.0
domain,,간반,0.0
domain,,간의,0.0
domain,,간호,0.0
domain,,간호조무사,0.0
domain,,간호학,0.0
domain,,감성,0.0
domain,,감소,0.0
domain,,갑자기,0.0
domain,,강남,0.0
domain,,강남구,0.0
domain,,강동,0.0
domain,,강동구,0.0
domain,,강릉,0.0
domain,,강릉시,0.0
domain,,강림,0.0
domain,,강북,0.0
domain,,강북구,0.0
domain,,강사,0.0
domain,,강서구,0.0
domain,,강소기업,0.0
domain,,강연,0.0
domain,,강원,0.0
domain,,강원도,0.0
domain,,강의,0.0
domain,,강점,0.0
domain,,강좌,0.0
domain,education,훈련기,0.084522
domain,education,코드,0.08452
domain,education,상세,0.081499
domain,education,데이터,0.070324
domain,education,근로자,0.066661
domain,education,서울,0.063834
domain,education,협회,0.045403
domain,education,한국,0.045302
domain,education,실업자,0.043898
domain,education,강남구,0.041178
domain,education,평생교육,0.040974
domain,education,러닝,0.039243
domain,education,부산,0.038686
domain,education,디지털,0.038002
domain,education,부산진구,0.036983
domain,education,주식회사,0.036864
domain,education,활용,0.036669
domain,education,경기,0.035551
domain,education,플러스,0.035538
domain,education,에듀,0.035203
domain,education,배움,0.03515
domain,education,카드,0.035053
domain,education,국민,0.034933
domain,education,일반,0.032325
domain,education,산업,0.032179
domain,education,구로구,0.02857
domain,education,고양시,0.028402
domain,education,일산동구,0.028303
domain,education,이러닝,0.026859
domain,education,지능,0.02685
domain,education,인공,0.026812
domain,education,분석,0.025507
domain,education,컴퓨터,0.025404
domain,education,자격증,0.025216
domain,education,윈스,0.025067
domain,education,펙원격,0.025067
domain,education,실무,0.024596
domain,education,빅데이터,0.024556
domain,education,개발,0.024466
domain,education,기타,0.024352
domain,education,시대,0.022549
domain,education,학원,0.022462
domain,education,아카데미,0.022462
domain,education,사단법인,0.02237
domain,education,취득,0.022259
domain,education,테크,0.022254
domain,education,그린,0.018811
domain,education,필기,0.018077
domain,education,퓨어,0.017171
domain,education,실기,0.016551
domain,education,비원,0.016109
domain,education,영등포구,0.015904
domain,education,능력,0.015883
domain,education,컨버전,0.0146
domain,education,기사,0.013974
domain,education,인천,0.013424
domain,education,기초,0.013385
domain,education,양성,0.012981
domain,education,종합,0.012203
domain,education,전략,0.012202
domain,education,국가,0.011872
domain,education,미래,0.011717
domain,education,회계,0.011702
domain,education,패스,0.011625
domain,education,기술,0.01154
domain,education,직업,0.011358
domain,education,상위,0.011135
domain,education,스마트,0.010974
domain,education,자격,0.010911
domain,education,보건,0.010467
domain,education,파이썬,0.010457
domain,education,프로그래밍,0.010234
domain,education,향상,0.010103
domain,education,업무,0.009981
domain,education,직종,0.009957
domain,education,제작,0.00994
domain,education,시작,0.009903
domain,education,제조,0.009794
domain,education,엑셀,0.009708
domain,education,디자인,0.00963
domain,startup,창업,0.10766
domain,startup,예비,0.099178
domain,startup,제목,0.095494
domain,startup,통합,0.090362
domain,startup,분류,0.088446
domain,startup,청년,0.084008
domain,startup,요약,0.082599
domain,startup,일반인,0.077471
domain,startup,대학생,0.077051
domain,startup,업력,0.071586
domain,startup,연령,0.067657
domain,startup,창조,0.058804
domain,startup,대학,0.052667
domain,startup,오니,0.052144
domain,startup,미만,0.046214
domain,startup,전국,0.045966
domain,startup,관심,0.045719
domain,startup,다음,0.045558
domain,startup,청소년,0.045425
domain,startup,교육,0.040946
domain,startup,연구기관,0.040176
domain,startup,일반,0.035504
domain,startup,희망,0.032806
domain,startup,이내,0.031341
domain,startup,아이디어,0.030083
domain,startup,스타트업,0.029589
domain,startup,보육,0.029334
domain,startup,공간,0.029116
domain,startup,참가자,0.028555
domain,startup,초기,0.028553
domain,startup,혁신,0.028183
domain,startup,창업가,0.027585
domain,startup,시설,0.026716
domain,startup,보유,0.026504
domain,startup,방법,0.025085
domain,startup,아래,0.024878
domain,startup,기술,0.024496
domain,startup,발굴,0.024402
domain,startup,멘토링,0.023698
domain,startup,육성,0.022491
domain,startup,우대,0.022087
domain,startup,컨설팅,0.021762
domain,startup,아이템,0.021675
domain,startup,행사,0.020591
domain,startup,네트워크,0.020577
domain,startup,분야,0.020449
domain,startup,등록,0.019324
domain,startup,거주,0.018321
domain,startup,온라인,0.017948
domain,startup,성장,0.017833
domain,startup,소재,0.017458
domain,startup,진행,0.017261
domain,startup,대표자,0.016719
domain,startup,활성화,0.015746
domain,startup,계획,0.015741
domain,startup,상세,0.015694
domain,startup,개인,0.015662
domain,startup,역량,0.015596
domain,startup,참여자,0.015398
domain,startup,대회,0.015143
domain,startup,참가,0.014606
domain,startup,개월,0.01452
domain,startup,유망,0.014353
domain,startup,경진,0.014199
domain,startup,캠퍼스,0.013483
domain,startup,법인,0.013338
domain,startup,준비,0.013249
domain,startup,이전,0.013202
domain,startup,도전,0.013194
domain,startup,이후,0.0128
domain,startup,타운,0.012676
domain,startup,학교,0.012056
domain,startup,강동구,0.011861
domain,startup,여성,0.011744
domain,startup,진흥,0.011644
domain,startup,신규,0.01139
domain,startup,성공,0.011058
domain,startup,기반,0.010939
domain,startup,추가,0.010718
domain,startup,주민등록,0.010529
domain,교육 > 교육비지원,학자금,0.113211
domain,교육 > 교육비지원,장학재단,0.090698
domain,교육 > 교육비지원,등록금,0.080641
domain,교육 > 교육비지원,제한,0.079802
domain,교육 > 교육비지원,이자,0.077289
domain,교육 > 교육비지원,학업,0.071617
domain,교육 > 교육비지원,대출,0.069094
domain,교육 > 교육비지원,학자금대출,0.068008
domain,교육 > 교육비지원,교육비,0.067365
domain,교육 > 교육비지원,소득,0.062693
domain,교육 > 교육비지원,장학금,0.060728
domain,교육 > 교육비지원,교육,0.059149
domain,교육 > 교육비지원,대학,0.058768
domain,교육 > 교육비지원,정책,0.057063
domain,교육 > 교육비지원,연령,0.05655
domain,교육 > 교육비지원,상환,0.053334
domain,교육 > 교육비지원,조건,0.050548
domain,교육 > 교육비지원,인재,0.049201
domain,교육 > 교육비지원,재학생,0.048495
domain,교육 > 교육비지원,부담,0.048244
domain,교육 > 교육비지원,대학생,0.047902
domain,교육 > 교육비지원,계속,0.046689
domain,교육 > 교육비지원,발생,0.045742
domain,교육 > 교육비지원,장학,0.045407
domain,교육 > 교육비지원,졸업,0.04332
domain,교육 > 교육비지원,경제,0.043152
domain,교육 > 교육비지원,학생,0.040969
domain,교육 > 교육비지원,분야,0.038702
domain,교육 > 교육비지원,제외,0.038578
domain,교육 > 교육비지원,지급,0.038211
domain,교육 > 교육비지원,학기,0.038078
domain,교육 > 교육비지원,본인,0.038013
domain,교육 > 교육비지원,심사,0.037805
domain,교육 > 교육비지원,직계존속,0.036501
domain,교육 > 교육비지원,구간,0.035604
domain,교육 > 교육비지원,고문,0.035396
domain,교육 > 교육비지원,전액,0.034765
domain,교육 > 교육비지원,주민등록,0.032777
domain,교육 > 교육비지원,워드,0.032495
domain,교육 > 교육비지원,신용,0.032472
domain,교육 > 교육비지원,미취,0.032
domain,교육 > 교육비지원,안정,0.031215
domain,교육 > 교육비지원,대학원생,0.030483
domain,교육 > 교육비지원,상반기,0.029964
domain,교육 > 교육비지원,주관,0.029368
domain,교육 > 교육비지원,증명서,0.028118
domain,교육 > 교육비지원,한국,0.027715
domain,교육 > 교육비지원,회복,0.027628
domain,교육 > 교육비지원,업자,0.027082
domain,교육 > 교육비지원,다자,0.026835
domain,교육 > 교육비지원,이자지,0.026047
domain,교육 > 교육비지원,나이,0.02579
domain,교육 > 교육비지원,자녀,0.025719
domain,교육 > 교육비지원,약정,0.025698
domain,교육 > 교육비지원,충청남도,0.025446
domain,교육 > 교육비지원,거주,0.024705
domain,교육 > 교육비지원,취업,0.024698
domain,교육 > 교육비지원,휴학,0.024607
domain,교육 > 교육비지원,수준,0.024401
domain,교육 > 교육비지원,도내,0.0239
domain,교육 > 교육비지원,이내,0.023381
domain,교육 > 교육비지원,하반기,0.023197
domain,교육 > 교육비지원,졸업생,0.022837
domain,교육 > 교육비지원,수급,0.022781
domain,교육 > 교육비지원,제출,0.022633
domain,교육 > 교육비지원,경감,0.022566
domain,교육 > 교육비지원,충남,0.022366
domain,교육 > 교육비지원,휴학생,0.021866
domain,교육 > 교육비지원,필수,0.021556
domain,교육 > 교육비지원,추진,0.021292
domain,교육 > 교육비지원,재학,0.020343
domain,교육 > 교육비지원,계층,0.020294
domain,교육 > 교육비지원,어려움,0.02023
domain,교육 > 교육비지원,제도,0.020203
domain,교육 > 교육비지원,도민,0.020102
domain,교육 > 교육비지원,상위,0.019779
domain,교육 > 교육비지원,가구,0.019384
domain,교육 > 교육비지원,개요,0.018913
domain,교육 > 교육비지원,진흥,0.018514
domain,교육 > 교육비지원,유의,0.018396
domain,교육 > 미래역량강화,교육,0.088688
domain,교육 > 미래역량강화,제한,0.081294
domain,교육 > 미래역량강화,분야,0.079076
domain,교육 > 미래역량강화,강화,0.076415
domain,교육 > 미래역량강화,인재,0.07635
domain,교육 > 미래역량강화,정책,0.07394
domain,교육 > 미래역량강화,미래,0.073606
domain,교육 > 미래역량강화,역량,0.071624
domain,교육 > 미래역량강화,양성,0.066669
domain,교육 > 미래역량강화,연령,0.063233
domain,교육 > 미래역량강화,워드,0.04877
domain,교육 > 미래역량강화,대학,0.044261
domain,교육 > 미래역량강화,주관,0.043704
domain,교육 > 미래역량강화,조건,0.043085
domain,교육 > 미래역량강화,인력,0.042426
domain,교육 > 미래역량강화,전문,0.038869
domain,교육 > 미래역량강화,요약,0.032583
domain,교육 > 미래역량강화,나이,0.032114
domain,교육 > 미래역량강화,기술,0.031918
domain,교육 > 미래역량강화,학생,0.03102
domain,교육 > 미래역량강화,현장,0.03003
domain,교육 > 미래역량강화,청년,0.028868
domain,교육 > 미래역량강화,교육과정,0.028622
domain,교육 > 미래역량강화,방법,0.028007
domain,교육 > 미래역량강화,연구,0.027696
domain,교육 > 미래역량강화,산업,0.025597
domain,교육 > 미래역량강화,통한,0.024739
domain,교육 > 미래역량강화,산학,0.024243
domain,교육 > 미래역량강화,혁신,0.02377
domain,교육 > 미래역량강화,서류,0.023266
domain,교육 > 미래역량강화,중심,0.02279
domain,교육 > 미래역량강화,융합,0.022508
domain,교육 > 미래역량강화,맞춤,0.022233
domain,교육 > 미래역량강화,체계,0.021858
domain,교육 > 미래역량강화,도내,0.021699
domain,교육 > 미래역량강화,구축,0.021283
domain,교육 > 미래역량강화,협력,0.021231
domain,교육 > 미래역량강화,학과,0.021151
domain,교육 > 미래역량강화,사회,0.02113
domain,교육 > 미래역량강화,프로젝트,0.019376
domain,교육 > 미래역량강화,육성,0.01935
domain,교육 > 미래역량강화,출처,0.019166
domain,교육 > 미래역량강화,박사,0.018607
domain,교육 > 미래역량강화,개발,0.018457
