group_type,group,keyword,tfidf_score
domain,복지문화 > 예술인지원,관광,0.021113
domain,복지문화 > 예술인지원,버스킹,0.019748
domain,복지문화 > 예술인지원,생태계,0.019729
domain,복지문화 > 예술인지원,기반,0.019414
domain,복지문화 > 예술인지원,신진,0.019349
domain,복지문화 > 예술인지원,축제,0.019134
domain,복지문화 > 예술인지원,공모,0.018895
domain,복지문화 > 예술인지원,공간,0.018567
domain,복지문화 > 예술인지원,게임,0.018177
domain,복지문화 > 예술인지원,구성원,0.01796
domain,복지문화 > 예술인지원,방법,0.017543
domain,복지문화 > 예술인지원,심사,0.017479
domain,복지문화 > 예술인지원,포함,0.017436
domain,복지문화 > 예술인지원,교류,0.017256
domain,복지문화 > 예술인지원,최근,0.016888
domain,복지문화 > 예술인지원,합격자,0.016729
domain,복지문화 > 예술인지원,단계,0.016321
domain,복지문화 > 예술인지원,체육,0.016002
domain,복지문화 > 예술인지원,문화재단,0.015702
domain,복지문화 > 예술인지원,경력,0.015699
domain,복지문화 > 예술인지원,지급,0.015682
domain,복지문화 > 예술인지원,맞춤,0.015405
domain,복지문화 > 예술인지원,제주,0.01533
domain,복지문화 > 예술인지원,확대,0.015117
domain,복지문화 > 예술인지원,시설,0.015012
domain,복지문화 > 예술인지원,개인,0.01499
domain,복지문화 > 예술인지원,구성,0.014976
domain,복지문화 > 예술인지원,문학,0.014927
domain,복지문화 > 취약계층 및 금융지원,정책,0.074695
domain,복지문화 > 취약계층 및 금융지원,복지,0.072644
domain,복지문화 > 취약계층 및 금융지원,취약,0.071282
domain,복지문화 > 취약계층 및 금융지원,계층,0.064513
domain,복지문화 > 취약계층 및 금융지원,금융,0.063661
domain,복지문화 > 취약계층 및 금융지원,문화,0.06354
domain,복지문화 > 취약계층 및 금융지원,청년,0.063301
domain,복지문화 > 취약계층 및 금융지원,자립,0.058622
domain,복지문화 > 취약계층 및 금융지원,소득,0.050025
domain,복지문화 > 취약계층 및 금융지원,분야,0.048149
domain,복지문화 > 취약계층 및 금융지원,사회,0.04689
domain,복지문화 > 취약계층 및 금융지원,조건,0.046289
domain,복지문화 > 취약계층 및 금융지원,지급,0.043869
domain,복지문화 > 취약계층 및 금융지원,아동,0.043547
domain,복지문화 > 취약계층 및 금융지원,안정,0.037428
domain,복지문화 > 취약계층 및 금융지원,부담,0.035616
domain,복지문화 > 취약계층 및 금융지원,중위,0.034499
domain,복지문화 > 취약계층 및 금융지원,워드,0.033257
domain,복지문화 > 취약계층 및 금융지원,보호,0.03308
domain,복지문화 > 취약계층 및 금융지원,종료,0.032641
domain,복지문화 > 취약계층 및 금융지원,정착,0.031326
domain,복지문화 > 취약계층 및 금융지원,제한,0.030158
domain,복지문화 > 취약계층 및 금융지원,개월,0.030125
domain,복지문화 > 취약계층 및 금융지원,연령,0.02939
domain,복지문화 > 취약계층 및 금융지원,경제,0.028697
domain,복지문화 > 취약계층 및 금융지원,거주,0.028454
domain,복지문화 > 취약계층 및 금융지원,생활,0.028435
domain,복지문화 > 취약계층 및 금융지원,준비,0.02808
domain,복지문화 > 취약계층 및 금융지원,수당,0.026743
domain,복지문화 > 취약계층 및 금융지원,가족,0.026598
domain,복지문화 > 취약계층 및 금융지원,주관,0.026268
domain,복지문화 > 취약계층 및 금융지원,가정위탁,0.026119
domain,복지문화 > 취약계층 및 금융지원,주민등록,0.026048
domain,복지문화 > 취약계층 및 금융지원,시설,0.025097
domain,복지문화 > 취약계층 및 금융지원,상담,0.023592
domain,복지문화 > 취약계층 및 금융지원,방법,0.023149
domain,복지문화 > 취약계층 및 금융지원,서류,0.022828
domain,복지문화 > 취약계층 및 금융지원,자산,0.022251
domain,복지문화 > 취약계층 및 금융지원,이후,0.021804
domain,복지문화 > 취약계층 및 금융지원,형성,0.021614
domain,복지문화 > 취약계층 및 금융지원,고립,0.021362
domain,복지문화 > 취약계층 및 금융지원,관리,0.02128
domain,복지문화 > 취약계층 및 금융지원,최대,0.02116
domain,복지문화 > 취약계층 및 금융지원,아동복,0.021018
domain,복지문화 > 취약계층 및 금융지원,나이,0.020893
domain,복지문화 > 취약계층 및 금융지원,근로,0.02065
domain,복지문화 > 취약계층 및 금융지원,완화,0.020613
domain,복지문화 > 취약계층 및 금융지원,결혼,0.020479
domain,복지문화 > 취약계층 및 금융지원,부부,0.019501
domain,복지문화 > 취약계층 및 금융지원,요약,0.019299
domain,복지문화 > 취약계층 및 금융지원,맞춤,0.019012
domain,복지문화 > 취약계층 및 금융지원,보조금,0.018935
domain,복지문화 > 취약계층 및 금융지원,사례,0.018676
domain,복지문화 > 취약계층 및 금융지원,매월,0.018424
domain,복지문화 > 취약계층 및 금융지원,양육,0.018351
domain,복지문화 > 취약계층 및 금융지원,가구,0.018347
domain,복지문화 > 취약계층 및 금융지원,저축,0.017947
domain,복지문화 > 취약계층 및 금융지원,교육,0.017744
domain,복지문화 > 취약계층 및 금융지원,가정,0.016611
domain,복지문화 > 취약계층 및 금융지원,백만원,0.01636
domain,복지문화 > 취약계층 및 금융지원,이내,0.016262
domain,복지문화 > 취약계층 및 금융지원,본인,0.016189
domain,복지문화 > 취약계층 및 금융지원,은둔,0.016032
domain,복지문화 > 취약계층 및 금융지원,자녀,0.015977
domain,복지문화 > 취약계층 및 금융지원,출산,0.015565
domain,복지문화 > 취약계층 및 금융지원,회복,0.015563
domain,복지문화 > 취약계층 및 금융지원,도모,0.0153
domain,복지문화 > 취약계층 및 금융지원,혼인신고,0.015214
domain,복지문화 > 취약계층 및 금융지원,초과,0.015052
domain,복지문화 > 취약계층 및 금융지원,제외,0.015016
domain,복지문화 > 취약계층 및 금융지원,장려,0.014936
domain,복지문화 > 취약계층 및 금융지원,건강,0.014894
domain,복지문화 > 취약계층 및 금융지원,주거,0.014595
domain,복지문화 > 취약계층 및 금융지원,추진,0.014451
domain,복지문화 > 취약계층 및 금융지원,통한,0.014072
domain,복지문화 > 취약계층 및 금융지원,제출,0.013807
domain,복지문화 > 취약계층 및 금융지원,활동,0.013789
domain,복지문화 > 취약계층 및 금융지원,비용,0.01377
domain,복지문화 > 취약계층 및 금융지원,경감,0.013759
domain,복지문화 > 취약계층 및 금융지원,재직,0.013627
domain,일자리 > 권익보호,개월,0.11851
domain,일자리 > 권익보호,제출,0.092046
domain,일자리 > 권익보호,중소기업,0.09083
domain,일자리 > 권익보호,지급,0.090185
domain,일자리 > 권익보호,추첨,0.0781
domain,일자리 > 권익보호,공원,0.077186
domain,일자리 > 권익보호,이용권,0.076359
domain,일자리 > 권익보호,제국,0.075604
domain,일자리 > 권익보호,경제정책,0.074939
domain,일자리 > 권익보호,일자리,0.074688
domain,일자리 > 권익보호,지역화폐,0.072616
domain,일자리 > 권익보호,홍성,0.070468
domain,일자리 > 권익보호,제한,0.070379
domain,일자리 > 권익보호,권익,0.06953
domain,일자리 > 권익보호,수령,0.069424
domain,일자리 > 권익보호,방법,0.069286
domain,일자리 > 권익보호,대기업,0.06825
domain,일자리 > 권익보호,동의,0.067816
domain,일자리 > 권익보호,조건,0.066951
domain,일자리 > 권익보호,유관,0.065155
domain,일자리 > 권익보호,정책,0.063112
domain,일자리 > 권익보호,관외,0.062552
domain,일자리 > 권익보호,직전,0.060524
domain,일자리 > 권익보호,익산시,0.06033
domain,일자리 > 권익보호,연도,0.058995
domain,일자리 > 권익보호,상시,0.058912
domain,일자리 > 권익보호,한도,0.058821
domain,일자리 > 권익보호,명의,0.058452
domain,일자리 > 권익보호,시일,0.057726
domain,일자리 > 권익보호,관계,0.057542
domain,일자리 > 권익보호,개사,0.057273
domain,일자리 > 권익보호,양육,0.056642
domain,일자리 > 권익보호,상공,0.056443
domain,일자리 > 권익보호,가족,0.056338
domain,일자리 > 권익보호,초과,0.056249
domain,일자리 > 권익보호,연령,0.056033
domain,일자리 > 권익보호,증명서,0.055972
domain,일자리 > 권익보호,인천광역시,0.05584
domain,일자리 > 권익보호,매칭,0.055794
domain,일자리 > 권익보호,공유,0.055336
domain,일자리 > 권익보호,보호,0.054658
domain,일자리 > 권익보호,자원,0.054282
domain,일자리 > 권익보호,비용,0.053779
domain,일자리 > 권익보호,개업,0.053682
domain,일자리 > 권익보호,수당,0.053574
domain,일자리 > 권익보호,자녀,0.053032
domain,일자리 > 권익보호,재직,0.051958
domain,일자리 > 권익보호,출산,0.051881
domain,일자리 > 권익보호,원금,0.051577
domain,일자리 > 권익보호,학생,0.051393
domain,일자리 > 권익보호,이메일,0.050919
domain,일자리 > 권익보호,중인,0.050399
domain,일자리 > 권익보호,매출,0.050257
domain,일자리 > 권익보호,영업,0.050257
domain,일자리 > 권익보호,채용,0.049953
domain,일자리 > 권익보호,접수,0.04953
domain,일자리 > 권익보호,일로,0.049522
domain,일자리 > 권익보호,업체,0.049293
domain,일자리 > 권익보호,선발,0.049285
domain,일자리 > 권익보호,소상,0.048643
domain,일자리 > 권익보호,이용,0.047844
domain,일자리 > 권익보호,보조금,0.047325
domain,일자리 > 권익보호,등록증,0.04619
domain,일자리 > 권익보호,백만원,0.045708
domain,일자리 > 권익보호,거주지,0.044996
domain,일자리 > 권익보호,전북,0.044985
domain,일자리 > 권익보호,공인,0.044117
domain,일자리 > 권익보호,서구,0.044072
domain,일자리 > 권익보호,신규,0.043689
domain,일자리 > 권익보호,서류,0.043398
domain,일자리 > 권익보호,주소지,0.04333
domain,일자리 > 권익보호,기본,0.043129
domain,일자리 > 권익보호,주민등록,0.043083
domain,일자리 > 권익보호,필수,0.042945
domain,일자리 > 권익보호,울산,0.040721
domain,일자리 > 권익보호,모두,0.040462
domain,일자리 > 권익보호,나이,0.039896
domain,일자리 > 권익보호,전국,0.038162
domain,일자리 > 권익보호,복지,0.037673
domain,일자리 > 권익보호,주관,0.037416
domain,일자리 > 재직자,재직,0.101782
domain,일자리 > 재직자,일자리,0.085437
domain,일자리 > 재직자,중소기업,0.078149
domain,일자리 > 재직자,정책,0.06598
domain,일자리 > 재직자,청년,0.065319
domain,일자리 > 재직자,조건,0.062273
domain,일자리 > 재직자,분야,0.056714
domain,일자리 > 재직자,지급,0.050235
domain,일자리 > 재직자,워드,0.049283
domain,일자리 > 재직자,주관,0.049077
domain,일자리 > 재직자,장기,0.04883
domain,일자리 > 재직자,고용,0.048248
domain,일자리 > 재직자,유도,0.04692
domain,일자리 > 재직자,근무,0.04649
domain,일자리 > 재직자,장려,0.043786
domain,일자리 > 재직자,개월,0.043237
domain,일자리 > 재직자,제한,0.042805
domain,일자리 > 재직자,센티,0.036812
domain,일자리 > 재직자,나이,0.036671
domain,일자리 > 재직자,인건비,0.036398
domain,일자리 > 재직자,소득,0.035673
domain,일자리 > 재직자,만기,0.035284
domain,일자리 > 재직자,연령,0.033447
domain,일자리 > 재직자,근속,0.032851
domain,일자리 > 재직자,요약,0.032618
domain,일자리 > 재직자,도내,0.031642
domain,일자리 > 재직자,정착,0.031437
domain,일자리 > 재직자,보조금,0.030614
domain,일자리 > 재직자,신규,0.030042
domain,일자리 > 재직자,통한,0.029979
domain,일자리 > 재직자,포함,0.029018
domain,일자리 > 재직자,제출,0.028472
domain,일자리 > 재직자,적립,0.028384
domain,일자리 > 재직자,채용,0.02718
domain,일자리 > 재직자,공제,0.026988
domain,일자리 > 재직자,방법,0.026789
domain,일자리 > 재직자,근로,0.026566
domain,일자리 > 재직자,출처,0.025087
domain,일자리 > 재직자,관내,0.024457
domain,일자리 > 재직자,취업,0.023968
domain,일자리 > 재직자,최대,0.023778
domain,일자리 > 재직자,보험료,0.023545
domain,일자리 > 재직자,백만원,0.023395
domain,일자리 > 재직자,중위,0.02255
domain,일자리 > 재직자,중인,0.021392
domain,일자리 > 재직자,수준,0.020069
domain,일자리 > 재직자,서류,0.01996
domain,일자리 > 재직자,내일,0.019193
domain,일자리 > 재직자,주민등록,0.01889
domain,일자리 > 재직자,직무,0.018652
domain,일자리 > 재직자,근로자,0.018641
domain,일자리 > 재직자,부담,0.018514
domain,일자리 > 재직자,원금,0.018432
domain,일자리 > 재직자,정규직,0.018164
domain,일자리 > 재직자,건강,0.018025
domain,일자리 > 재직자,우수,0.017511
domain,일자리 > 재직자,확산,0.017424
domain,일자리 > 재직자,자기개발,0.017154
domain,일자리 > 재직자,특별자치도,0.017109
domain,일자리 > 재직자,산업,0.016685
domain,일자리 > 재직자,상품권,0.016541
domain,일자리 > 재직자,체험,0.016475
domain,일자리 > 재직자,복지,0.016151
domain,일자리 > 재직자,고령화,0.015945
domain,일자리 > 재직자,촉진,0.01551
domain,일자리 > 재직자,수령,0.015418
domain,일자리 > 재직자,중소,0.015267
domain,일자리 > 재직자,문화,0.015163
domain,일자리 > 재직자,유출,0.015036
domain,일자리 > 재직자,전북,0.0147
domain,일자리 > 재직자,보험,0.014437
domain,일자리 > 재직자,선발,0.014435
domain,일자리 > 재직자,외국인,0.014402
domain,일자리 > 재직자,소속,0.014367
domain,일자리 > 재직자,기회,0.013572
domain,일자리 > 재직자,안정,0.013466
domain,일자리 > 재직자,결혼,0.013421
domain,일자리 > 재직자,동안,0.013409
domain,일자리 > 재직자,유지,0.013146
domain,일자리 > 재직자,소재,0.012986
domain,일자리 > 창업,창업,0.091183
domain,일자리 > 창업,일자리,0.090205
domain,일자리 > 창업,정책,0.085059
domain,일자리 > 창업,분야,0.079384
domain,일자리 > 창업,워드,0.075291
domain,일자리 > 창업,주관,0.070942
domain,일자리 > 창업,조건,0.069332
domain,일자리 > 창업,청년,0.068861
domain,일자리 > 창업,나이,0.05611
domain,일자리 > 창업,요약,0.051352
domain,일자리 > 창업,제한,0.050039
domain,일자리 > 창업,자금,0.044346
domain,일자리 > 창업,육성,0.037018
domain,일자리 > 창업,교육,0.03662
domain,일자리 > 창업,보조금,0.036341
domain,일자리 > 창업,연령,0.035608
domain,일자리 > 창업,농업,0.032529
domain,일자리 > 창업,농업인,0.031217
domain,일자리 > 창업,심사,0.030557
domain,일자리 > 창업,방법,0.028694
domain,일자리 > 창업,출처,0.028386
domain,일자리 > 창업,최대,0.027976
domain,일자리 > 창업,정착,0.02761
domain,일자리 > 창업,발굴,0.027577
domain,일자리 > 창업,예비,0.027428
domain,일자리 > 창업,초기,0.027237
domain,일자리 > 창업,컨설팅,0.027198
domain,일자리 > 창업,영농,0.027007
domain,일자리 > 창업,성장,0.026516
domain,일자리 > 창업,통한,0.026394
domain,일자리 > 창업,서류,0.024822
domain,일자리 > 창업,경영,0.024777
domain,일자리 > 창업,공간,0.024647
domain,일자리 > 창업,기반,0.023812
domain,일자리 > 창업,중소기업,0.023433
domain,일자리 > 창업,안정,0.022963
domain,일자리 > 창업,기술,0.022503
domain,일자리 > 창업,맞춤,0.022479
domain,일자리 > 창업,이내,0.022166
domain,일자리 > 창업,활성화,0.021821
domain,일자리 > 창업,창업가,0.021488
domain,일자리 > 창업,조성,0.021167
domain,일자리 > 창업,제출,0.0204
domain,일자리 > 창업,제품,0.019383
domain,일자리 > 창업,도모,0.017411
domain,일자리 > 창업,중소,0.016785
domain,일자리 > 창업,투자,0.016613
domain,일자리 > 창업,아이디어,0.016555
domain,일자리 > 창업,시설,0.016517
domain,일자리 > 창업,우수,0.016479
domain,일자리 > 창업,도내,0.016042
domain,일자리 > 창업,멘토링,0.015998
domain,일자리 > 창업,등록,0.015887
domain,일자리 > 창업,강화,0.015827
domain,일자리 > 창업,백만원,0.015453
domain,일자리 > 창업,거주,0.015228
domain,일자리 > 창업,스타트업,0.0152
domain,일자리 > 창업,혁신,0.015097
domain,일자리 > 창업,체계,0.015091
domain,일자리 > 창업,모델,0.01444
domain,일자리 > 창업,임차료,0.014347
domain,일자리 > 창업,목적,0.01419
domain,일자리 > 창업,구축,0.014177
domain,일자리 > 창업,벤처기업,0.014102
domain,일자리 > 창업,충청남도,0.013703
domain,일자리 > 창업,장비,0.013654
domain,일자리 > 창업,원금,0.01343
domain,일자리 > 창업,마케팅,0.013341
domain,일자리 > 창업,관내,0.013164
domain,일자리 > 창업,아이템,0.012891
domain,일자리 > 창업,산업,0.012877
domain,일자리 > 창업,상담,0.012768
domain,일자리 > 창업,평가,0.012542
domain,일자리 > 창업,경상북도,0.012409
domain,일자리 > 창업,활동,0.012202
domain,일자리 > 창업,미만,0.012169
domain,일자리 > 창업,자격,0.012039
domain,일자리 > 창업,고도화,0.01196
domain,일자리 > 창업,생산,0.011906
domain,일자리 > 창업,마련,0.01183
domain,일자리 > 취업,취업,0.101935
domain,일자리 > 취업,일자리,0.091889
domain,일자리 > 취업,정책,0.079684
domain,일자리 > 취업,청년,0.067357
domain,일자리 > 취업,분야,0.064391
domain,일자리 > 취업,워드,0.06021
domain,일자리 > 취업,제한,0.056265
domain,일자리 > 취업,주관,0.052428
domain,일자리 > 취업,구직,0.050957
domain,일자리 > 취업,조건,0.049584
domain,일자리 > 취업,나이,0.041006
domain,일자리 > 취업,채용,0.040331
domain,일자리 > 취업,연령,0.038072
domain,일자리 > 취업,요약,0.037996
domain,일자리 > 취업,고용,0.034661
domain,일자리 > 취업,미취,0.03407
domain,일자리 > 취업,교육,0.032126
domain,일자리 > 취업,통한,0.029887
domain,일자리 > 취업,맞춤,0.029064
domain,일자리 > 취업,서류,0.02861
domain,일자리 > 취업,강화,0.028599
domain,일자리 > 취업,방법,0.02703
domain,일자리 > 취업,역량,0.025842
domain,일자리 > 취업,상담,0.025138
domain,일자리 > 취업,면접,0.025016
domain,일자리 > 취업,활동,0.024849
domain,일자리 > 취업,개월,0.023875
domain,일자리 > 취업,인턴,0.023694
domain,일자리 > 취업,직무,0.023585
domain,일자리 > 취업,경제,0.022757
domain,일자리 > 취업,응시,0.021977
domain,일자리 > 취업,중소기업,0.021712
domain,일자리 > 취업,경험,0.021641
domain,일자리 > 취업,기회,0.021288
domain,일자리 > 취업,인건비,0.020966
domain,일자리 > 취업,지급,0.020814
domain,일자리 > 취업,기미,0.020656
domain,일자리 > 취업,정착,0.019858
domain,일자리 > 취업,최대,0.019187
domain,일자리 > 취업,부담,0.018601
domain,일자리 > 취업,인력,0.018144
domain,일자리 > 취업,제출,0.018138
domain,일자리 > 취업,진로,0.018014
domain,일자리 > 취업,보험,0.017884
domain,일자리 > 취업,직업,0.0167
domain,일자리 > 취업,도내,0.016612
domain,일자리 > 취업,준비,0.016589
domain,일자리 > 취업,체험,0.016585
domain,일자리 > 취업,근무,0.01649
domain,일자리 > 취업,거주,0.015883
domain,일자리 > 취업,기술,0.015782
domain,일자리 > 취업,시험,0.015376
domain,일자리 > 취업,주민등록,0.015129
domain,일자리 > 취업,출처,0.014828
domain,일자리 > 취업,보조금,0.014618
domain,일자리 > 취업,수당,0.014519
domain,일자리 > 취업,센티,0.014495
domain,일자리 > 취업,현장,0.014479
domain,일자리 > 취업,촉진,0.014469
domain,일자리 > 취업,사회,0.014389
domain,일자리 > 취업,특별자치도,0.014382
domain,일자리 > 취업,대학,0.014145
domain,일자리 > 취업,관내,0.014036
domain,일자리 > 취업,자격,0.013854
domain,일자리 > 취업,산업,0.013827
domain,일자리 > 취업,인재,0.013776
domain,일자리 > 취업,전문,0.013198
domain,일자리 > 취업,도모,0.013143
domain,일자리 > 취업,행정,0.013057
domain,일자리 > 취업,소득,0.012505
domain,일자리 > 취업,국가,0.0125
domain,일자리 > 취업,농업인,0.012487
domain,일자리 > 취업,장기,0.012137
domain,일자리 > 취업,접수,0.012117
domain,일자리 > 취업,활성화,0.012106
domain,일자리 > 취업,목적,0.012013
domain,일자리 > 취업,유도,0.011974
domain,일자리 > 취업,원금,0.011919
domain,일자리 > 취업,창업,0.011912
domain,일자리 > 취업,정장,0.011911
domain,"일자리,교육 > 취업,미래역량강화",일자리,0.094964
domain,"일자리,교육 > 취업,미래역량강화",취업,0.093379
domain,"일자리,교육 > 취업,미래역량강화",분야,0.088766
domain,"일자리,교육 > 취업,미래역량강화",정책,0.08711
domain,"일자리,교육 > 취업,미래역량강화",교육,0.08701
domain,"일자리,교육 > 취업,미래역량강화",미래,0.083093
domain,"일자리,교육 > 취업,미래역량강화",강화,0.078914
domain,"일자리,교육 > 취업,미래역량강화",역량,0.074301
domain,"일자리,교육 > 취업,미래역량강화",청년,0.053563
domain,"일자리,교육 > 취업,미래역량강화",인재,0.050595
domain,"일자리,교육 > 취업,미래역량강화",인력,0.048887
domain,"일자리,교육 > 취업,미래역량강화",워드,0.047571
domain,"일자리,교육 > 취업,미래역량강화",주관,0.046234
domain,"일자리,교육 > 취업,미래역량강화",양성,0.043588
domain,"일자리,교육 > 취업,미래역량강화",나이,0.040043
domain,"일자리,교육 > 취업,미래역량강화",조건,0.039918
domain,"일자리,교육 > 취업,미래역량강화",통한,0.039323
domain,"일자리,교육 > 취업,미래역량강화",제한,0.037061
domain,"일자리,교육 > 취업,미래역량강화",현장,0.036666
domain,"일자리,교육 > 취업,미래역량강화",구축,0.035864
domain,"일자리,교육 > 취업,미래역량강화",육성,0.0351
domain,"일자리,교육 > 취업,미래역량강화",전문,0.034318
domain,"일자리,교육 > 취업,미래역량강화",기반,0.034007
domain,"일자리,교육 > 취업,미래역량강화",연령,0.033883
domain,"일자리,교육 > 취업,미래역량강화",실습,0.033277
domain,"일자리,교육 > 취업,미래역량강화",대학,0.032829
domain,"일자리,교육 > 취업,미래역량강화",특성,0.032157
domain,"일자리,교육 > 취업,미래역량강화",우수,0.031494
domain,"일자리,교육 > 취업,미래역량강화",요약,0.030882
domain,"일자리,교육 > 취업,미래역량강화",방법,0.030791
domain,"일자리,교육 > 취업,미래역량강화",산업,0.025695
domain,"일자리,교육 > 취업,미래역량강화",산학,0.025096
domain,"일자리,교육 > 취업,미래역량강화",미취,0.024492
domain,"일자리,교육 > 취업,미래역량강화",학업,0.024182
domain,"일자리,교육 > 취업,미래역량강화",기술,0.024086
domain,"일자리,교육 > 취업,미래역량강화",서류,0.023586
domain,"일자리,교육 > 취업,미래역량강화",출처,0.023414
domain,"일자리,교육 > 취업,미래역량강화",맞춤,0.022384
domain,"일자리,교육 > 취업,미래역량강화",해외,0.021749
domain,"일자리,교육 > 취업,미래역량강화",창업,0.021629
domain,"일자리,교육 > 취업,미래역량강화",재학생,0.020595
domain,"일자리,교육 > 취업,미래역량강화",지급,0.020339
domain,"일자리,교육 > 취업,미래역량강화",박사,0.020234
domain,"일자리,교육 > 취업,미래역량강화",연수,0.020006
domain,"일자리,교육 > 취업,미래역량강화",충청남도,0.019818
domain,"일자리,교육 > 취업,미래역량강화",협력,0.019554
domain,"일자리,교육 > 취업,미래역량강화",연구,0.019289
domain,"일자리,교육 > 취업,미래역량강화",학년,0.019173
domain,"일자리,교육 > 취업,미래역량강화",학기,0.019031
domain,"일자리,교육 > 취업,미래역량강화",추진,0.01887
domain,"일자리,교육 > 취업,미래역량강화",도내,0.018669
domain,"일자리,교육 > 취업,미래역량강화",자동차,0.018658
domain,"일자리,교육 > 취업,미래역량강화",바이오,0.01822
domain,"일자리,교육 > 취업,미래역량강화",인턴십,0.018012
domain,"일자리,교육 > 취업,미래역량강화",농업인,0.017945
domain,"일자리,교육 > 취업,미래역량강화",수요,0.017938
domain,"일자리,교육 > 취업,미래역량강화",장학금,0.017857
domain,"일자리,교육 > 취업,미래역량강화",농업,0.017687
domain,"일자리,교육 > 취업,미래역량강화",인프라,0.017263
domain,"일자리,교육 > 취업,미래역량강화",교육과정,0.016448
domain,"일자리,교육 > 취업,미래역량강화",정규,0.016273
domain,"일자리,교육 > 취업,미래역량강화",장려,0.01627
domain,"일자리,교육 > 취업,미래역량강화",불가,0.016226
domain,"일자리,교육 > 취업,미래역량강화",프로젝트,0.015987
domain,"일자리,교육 > 취업,미래역량강화",수혜자,0.015818
domain,"일자리,교육 > 취업,미래역량강화",성적,0.015777
domain,"일자리,교육 > 취업,미래역량강화",체계,0.015411
domain,"일자리,교육 > 취업,미래역량강화",주력,0.015377
domain,"일자리,교육 > 취업,미래역량강화",학과,0.015128
domain,"일자리,교육 > 취업,미래역량강화",직무,0.014984
domain,"일자리,교육 > 취업,미래역량강화",졸업,0.014928
domain,"일자리,교육 > 취업,미래역량강화",구직,0.014918
domain,"일자리,교육 > 취업,미래역량강화",함양,0.014913
domain,"일자리,교육 > 취업,미래역량강화",경남,0.014571
domain,"일자리,교육 > 취업,미래역량강화",정착,0.014534
domain,"일자리,교육 > 취업,미래역량강화",공급,0.01453
domain,"일자리,교육 > 취업,미래역량강화",대학생,0.01447
domain,"일자리,교육 > 취업,미래역량강화",교육비,0.014331
domain,"일자리,교육 > 취업,미래역량강화",글로벌,0.014326
domain,"일자리,교육 > 취업,미래역량강화",컨설팅,0.014118
domain,"일자리,일자리 > 재직자,권익보호",의사,0.136477
domain,"일자리,일자리 > 재직자,권익보호",일자리,0.131749
domain,"일자리,일자리 > 재직자,권익보호",권익,0.129278
domain,"일자리,일자리 > 재직자,권익보호",직문,0.127631
domain,"일자리,일자리 > 재직자,권익보호",시범,0.124979
domain,"일자리,일자리 > 재직자,권익보호",동행,0.123203
domain,"일자리,일자리 > 재직자,권익보호",안정화,0.123132
domain,"일자리,일자리 > 재직자,권익보호",퇴사,0.120487
domain,"일자리,일자리 > 재직자,권익보호",경상남도,0.117615
domain,"일자리,일자리 > 재직자,권익보호",적응,0.117577
domain,"일자리,일자리 > 재직자,권익보호",정주,0.115089
domain,"일자리,일자리 > 재직자,권익보호",실패,0.113569
domain,"일자리,일자리 > 재직자,권익보호",여건,0.112344
domain,"일자리,일자리 > 재직자,권익보호",평택,0.111695
domain,"일자리,일자리 > 재직자,권익보호",정책,0.111329
domain,"일자리,일자리 > 재직자,권익보호",담당자,0.111262
domain,"일자리,일자리 > 재직자,권익보호",원함,0.111262
domain,"일자리,일자리 > 재직자,권익보호",조직,0.108546
domain,"일자리,일자리 > 재직자,권익보호",분야,0.105525
domain,"일자리,일자리 > 재직자,권익보호",가족,0.104911
domain,"일자리,일자리 > 재직자,권익보호",계약,0.104911
domain,"일자리,일자리 > 재직자,권익보호",전입,0.104738
domain,"일자리,일자리 > 재직자,권익보호",근무,0.104064
domain,"일자리,일자리 > 재직자,권익보호",조기,0.103022
domain,"일자리,일자리 > 재직자,권익보호",보호,0.101625
domain,"일자리,일자리 > 재직자,권익보호",수당,0.099764
domain,"일자리,일자리 > 재직자,권익보호",예방,0.099404
domain,"일자리,일자리 > 재직자,권익보호",직장,0.096822
domain,"일자리,일자리 > 재직자,권익보호",백만원,0.095897
domain,"일자리,일자리 > 재직자,권익보호",소통,0.09423
domain,"일자리,일자리 > 재직자,권익보호",재직,0.093793
domain,"일자리,일자리 > 재직자,권익보호",출처,0.092401
domain,"일자리,일자리 > 재직자,권익보호",협업,0.09226
domain,"일자리,일자리 > 재직자,권익보호",인사,0.091152
domain,"일자리,일자리 > 재직자,권익보호",인프라,0.09094
domain,"일자리,일자리 > 재직자,권익보호",보조금,0.087992
domain,"일자리,일자리 > 재직자,권익보호",대표,0.086301
domain,"일자리,일자리 > 재직자,권익보호",환경,0.085413
domain,"일자리,일자리 > 재직자,권익보호",정착,0.084795
domain,"일자리,일자리 > 재직자,권익보호",도모,0.082262
domain,"일자리,일자리 > 재직자,권익보호",관내,0.0792
domain,"일자리,일자리 > 재직자,권익보호",필수,0.077522
domain,"일자리,일자리 > 재직자,권익보호",중소기업,0.077031
domain,"일자리,일자리 > 재직자,권익보호",인력,0.075109
domain,"일자리,일자리 > 재직자,권익보호",나이,0.074178
domain,"일자리,일자리 > 재직자,권익보호",주관,0.069568
domain,"일자리,일자리 > 재직자,권익보호",문화,0.068844
domain,"일자리,일자리 > 재직자,권익보호",업무,0.066736
domain,"일자리,일자리 > 재직자,권익보호",워드,0.066693
domain,"일자리,일자리 > 재직자,권익보호",조건,0.065995
domain,"일자리,일자리 > 재직자,권익보호",초기,0.065964
domain,"일자리,일자리 > 재직자,권익보호",요약,0.049276
